employee_id,name,role,category,base_code,contract_type,hire_date,birth_date,is_active,monthly_hours,seniority_years
EMP00996,Empleado_996,Piloto Comandante,Cockpit,LIM,Indefinido,2012-04-14,1981-12-08,1,177,12
EMP00997,Empleado_997,Piloto Comandante,Cockpit,SCL,Indefinido,2021-11-20,1994-01-19,1,178,3
EMP00998,Empleado_998,Supervisor Operaciones,Tierra,SCL,Plazo Fijo,2018-03-08,1997-08-14,1,188,6
EMP00999,Empleado_999,Tripulante Cabina,Cabina,BOG,Plazo Fijo,2024-06-23,1984-11-24,1,160,0
EMP01000,Empleado_1000,Tripulante Cabina,Cabina,SCL,Indefinido,2024-03-03,1974-06-09,1,170,0
EMP01001,Empleado_1001,Tecnico Mantencion,Tierra,SCL,Indefinido,2022-01-29,1974-08-31,1,178,2
EMP01002,Empleado_1002,Agente Check-in,Tierra,BOG,Indefinido,2012-01-26,1979-04-21,1,166,12
EMP01003,Empleado_1003,Tripulante Cabina,Cabina,GRU,Indefinido,2013-01-14,1978-03-16,0,170,11
EMP01004,Empleado_1004,Tripulante Cabina,Cabina,SCL,Indefinido,2012-02-16,1985-07-10,1,175,12
EMP01005,Empleado_1005,Ground Staff,Tierra,MIA,Indefinido,2021-01-12,1983-10-06,1,186,3
EMP01006,Empleado_1006,Ground Staff,Tierra,GRU,Indefinido,2011-04-03,1999-12-16,1,160,13
EMP01007,Empleado_1007,Agente Check-in,Tierra,GRU,Plazo Fijo,2022-04-02,1974-09-03,1,176,2
EMP01008,Empleado_1008,Ground Staff,Tierra,EZE,Indefinido,2018-03-28,1998-01-07,1,162,6
EMP01009,Empleado_1009,Ground Staff,Tierra,MIA,Indefinido,2021-07-06,1977-12-13,1,175,3
EMP01010,Empleado_1010,Tripulante Cabina Senior,Cabina,,Indefinido,2019-12-18,1985-07-30,,160,5
EMP01011,Empleado_1011,Ground Staff,Tierra,SCL,Indefinido,2010-03-24,1990-05-27,1,,14
EMP01012,Empleado_1012,Piloto Copiloto,Cockpit,SCL,Indefinido,2011-10-07,1979-03-14,,188,13
EMP01013,Empleado_1013,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2018-07-15,1985-01-17,1,172,6
EMP01014,Empleado_1014,Tripulante Cabina,Cabina,GRU,Indefinido,2015-03-12,1984-07-31,1,172,9
EMP01015,Empleado_1015,Agente Check-in,Tierra,GRU,Indefinido,2014-10-14,1994-04-08,1,160,10
EMP01016,Empleado_1016,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2024-02-24,1987-08-13,1,186,0
EMP01017,Empleado_1017,Tripulante Cabina Senior,Cabina,Santiago,Indefinido,2016-07-24,1999-05-24,1,189,8
EMP01018,Empleado_1018,Piloto Copiloto,Cockpit,GRU,Plazo Fijo,2022-09-28,1980-03-11,1,163,2
EMP01019,Empleado_1019,Administrativo,Admin,LIM,Indefinido,2023-09-14,1978-04-19,1,179,1
EMP01020,Empleado_1020,Tripulante Cabina,Cabina,MIA,Indefinido,2016-05-15,1982-03-29,1,190,8
EMP01021,Empleado_1021,Ground Staff,Tierra,EZE,Plazo Fijo,2022-11-01,1999-04-06,1,175,2
EMP01022,Empleado_1022,Tripulante Cabina,Cabina,SCL,Part-time,2012-09-07,1997-06-27,1,182,12
EMP01023,Empleado_1023,Administrativo,Admin,SCL,Indefinido,2015-04-30,1989-12-10,1,175,9
EMP01024,Empleado_1024,Piloto Comandante,Cockpit,JFK,Indefinido,2020-04-13,1994-11-13,1,186,4
EMP01025,Empleado_1025,Ground Staff,Tierra,MIA,Indefinido,2019-07-07,1971-03-06,1,189,5
EMP01026,Empleado_1026,Piloto Copiloto,Cockpit,SCL,Indefinido,2013-07-18,1987-02-16,,188,11
EMP01027,Empleado_1027,Ground Staff,Tierra,MIA,Honorarios,2012-04-24,1999-09-05,1,161,12
EMP01028,Empleado_1028,Ground Staff,Tierra,LIM,Part-time,2017-01-20,1973-10-30,1,169,7
EMP01029,Empleado_1029,Ground Staff,Tierra,GRU,Plazo Fijo,2021-07-11,1989-08-01,1,172,3
EMP01030,Empleado_1030,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2020-01-29,1987-11-26,1,160,4
EMP01031,Empleado_1031,Supervisor Operaciones,Tierra,GRU,Indefinido,2014-09-14,1998-01-12,1,166,10
EMP01032,Empleado_1032,Piloto Copiloto,Cockpit,SCL,Honorarios,2024-01-05,1987-05-07,1,183,0
EMP01033,Empleado_1033,Tecnico Mantencion,Tierra,JFK,Part-time,2014-01-31,1992-04-20,0,182,10
EMP01034,Empleado_1034,Tripulante Cabina Senior,Cabina,LIM,Plazo Fijo,2015-11-02,1997-11-25,1,190,9
EMP01035,Empleado_1035,Piloto Copiloto,Cockpit,,Plazo Fijo,2012-04-13,1987-10-20,1,173,12
EMP01036,Empleado_1036,Piloto Comandante,Cockpit,GRU,Indefinido,2022-11-04,1990-10-05,1,165,2
EMP01037,Empleado_1037,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2023-11-25,1997-09-01,1,170,1
EMP01038,Empleado_1038,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2012-09-18,1992-07-12,0,166,12
EMP01039,Empleado_1039,Piloto Comandante,Cockpit,SCL,Part-time,2020-03-13,1992-03-25,1,169,4
EMP01040,Empleado_1040,Supervisor Operaciones,Tierra,LIM,Plazo Fijo,2021-07-07,1997-08-04,1,185,3
EMP01041,Empleado_1041,Ground Staff,Tierra,LIM,Indefinido,2019-10-30,1993-06-29,0,163,5
EMP01042,Empleado_1042,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2019-01-25,1991-12-16,1,180,5
EMP01043,Empleado_1043,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2021-11-25,1986-02-10,0,171,3
EMP01044,Empleado_1044,Tripulante Cabina,Cabina,MAD,Indefinido,2018-02-15,1972-03-10,1,,6
EMP01045,Empleado_1045,Ground Staff,Tierra,lima,Indefinido,2011-08-01,1979-09-26,1,177,13
EMP01046,Empleado_1046,Ground Staff,Tierra,LIM,Plazo Fijo,2017-01-25,1985-10-05,1,176,7
EMP01047,Empleado_1047,Agente Check-in,Tierra,MAD,Indefinido,2014-01-16,1992-09-28,1,,10
EMP01048,Empleado_1048,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2016-12-05,1989-03-31,1,171,8
EMP01049,Empleado_1049,Supervisor Operaciones,Tierra,MAD,Indefinido,2024-08-02,1979-01-05,1,175,0
EMP01050,Empleado_1050,Piloto Comandante,Cockpit,MIA,Indefinido,2024-05-12,1979-09-17,1,164,0
EMP01051,Empleado_1051,Tripulante Cabina Senior,Cabina,LIM,Part-time,2021-09-15,1994-02-08,1,161,3
EMP01052,Empleado_1052,Agente Check-in,Tierra,BOG,Indefinido,2015-03-13,1974-03-01,1,169,9
EMP01053,Empleado_1053,Tripulante Cabina,Cabina,SCL,Part-time,2024-07-29,1988-05-16,1,171,0
EMP01054,Empleado_1054,Administrativo,Admin,SCL,Part-time,2018-07-05,1984-05-08,1,178,6
EMP01055,Empleado_1055,Tripulante Cabina,Cabina,LIM,Plazo Fijo,2022-03-11,1992-06-05,1,167,2
EMP01056,Empleado_1056,Supervisor Operaciones,Tierra,SCL,Honorarios,2019-04-18,1997-05-30,1,184,5
EMP01057,Empleado_1057,Supervisor Operaciones,Tierra,MIA,Part-time,2024-07-26,1997-08-24,1,183,0
EMP01058,Empleado_1058,Tripulante Cabina,Cabina,SCL,Indefinido,2013-01-28,1987-04-05,1,162,11
EMP01059,Empleado_1059,Piloto Copiloto,Cockpit,bogota,Indefinido,2012-01-11,1998-04-12,1,176,12
EMP01060,Empleado_1060,Piloto Copiloto,Cockpit,GRU,Part-time,2017-10-14,1994-12-04,1,169,7
EMP01061,Empleado_1061,Piloto Copiloto,Cockpit,EZE,Indefinido,2013-07-31,1995-08-16,1,187,11
EMP01062,Empleado_1062,Tripulante Cabina,Cabina,LIM,Honorarios,2020-12-12,1985-12-28,1,,4
EMP01063,Empleado_1063,Tripulante Cabina Senior,Cabina,SCL,Part-time,2013-08-21,1992-02-06,1,171,11
EMP01064,Empleado_1064,Supervisor Operaciones,Tierra,BOG,Indefinido,2010-06-21,1986-10-06,0,160,14
EMP01065,Empleado_1065,Agente Check-in,Tierra,JFK,Part-time,2023-01-18,1973-04-14,1,174,1
EMP01066,Empleado_1066,Tripulante Cabina,Cabina,GRU,Part-time,2010-02-19,1980-12-31,0,185,14
EMP01067,Empleado_1067,Tripulante Cabina Senior,Cabina,BOG,Honorarios,2011-07-21,1991-11-01,1,180,13
EMP01068,Empleado_1068,Administrativo,Admin,LIM,Indefinido,2020-12-31,1970-01-07,1,189,4
EMP01069,Empleado_1069,Agente Check-in,Tierra,Santiago,Indefinido,2024-03-15,1972-08-23,1,183,0
EMP01070,Empleado_1070,Tripulante Cabina,Cabina,MIA,Part-time,2011-11-25,1978-08-05,1,170,13
EMP01071,Empleado_1071,Agente Check-in,Tierra,SCL,Part-time,2017-07-13,1985-06-01,1,182,7
EMP01072,Empleado_1072,Tripulante Cabina,Cabina,SCL,Plazo Fijo,2019-02-13,1995-09-18,1,181,5
EMP01073,Empleado_1073,Ground Staff,Tierra,MAD,Indefinido,2018-01-30,1982-06-04,1,187,6
EMP01074,Empleado_1074,Ground Staff,Tierra,SCL,Part-time,2018-01-20,1999-12-09,0,169,6
EMP01075,Empleado_1075,Piloto Comandante,Cockpit,EZE,Indefinido,2013-01-15,1972-07-02,1,174,11
EMP01076,Empleado_1076,Tecnico Mantencion,Tierra,GRU,Honorarios,2015-06-30,1970-01-15,1,190,9
EMP01077,Empleado_1077,Administrativo,Admin,GRU,Plazo Fijo,2019-09-18,1976-05-16,1,164,5
EMP01078,Empleado_1078,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2010-01-23,1983-12-27,1,170,14
EMP01079,Empleado_1079,Ground Staff,Tierra,GRU,Indefinido,2023-01-28,1981-09-16,1,172,1
EMP01080,Empleado_1080,Tripulante Cabina,Cabina,MIA,Part-time,2021-01-24,1999-03-11,1,169,3
EMP01081,Empleado_1081,Ground Staff,Tierra,BOG,Indefinido,2015-12-13,1980-11-16,1,181,9
EMP01082,Empleado_1082,Piloto Copiloto,Cockpit,SCL,Part-time,2022-07-04,1970-11-04,1,184,2
EMP01083,Empleado_1083,Tecnico Mantencion,Tierra,SCL,Part-time,2021-07-30,1978-05-04,1,180,3
EMP01084,Empleado_1084,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2012-10-12,1988-11-16,,176,12
EMP01085,Empleado_1085,Tripulante Cabina,Cabina,GRU,Plazo Fijo,2013-09-18,1990-04-19,1,187,11
EMP01086,Empleado_1086,Tripulante Cabina,Cabina,SCL,Indefinido,2020-01-28,1984-05-23,1,168,4
EMP01087,Empleado_1087,Supervisor Operaciones,Tierra,SCL,Honorarios,2020-01-08,1976-07-16,1,185,4
EMP01088,Empleado_1088,Supervisor Operaciones,Tierra,EZE,Indefinido,2014-06-09,1980-12-12,1,187,10
EMP01089,Empleado_1089,Piloto Copiloto,Cockpit,LIM,Indefinido,2015-07-03,1997-06-18,1,168,9
EMP01090,Empleado_1090,Agente Check-in,Tierra,GRU,Indefinido,2012-03-22,1977-05-24,1,172,12
EMP01091,Empleado_1091,Piloto Copiloto,Cockpit,BOG,Indefinido,2013-11-08,1987-05-11,1,160,11
EMP01092,Empleado_1092,Administrativo,Admin,SCL,Indefinido,2015-10-24,1974-12-21,0,181,9
EMP01093,Empleado_1093,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2016-05-27,1991-09-20,1,177,8
EMP01094,Empleado_1094,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2011-07-17,1974-02-22,1,187,13
EMP01095,Empleado_1095,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2021-08-07,1992-09-24,1,173,3
EMP01096,Empleado_1096,Administrativo,Admin,BOG,Indefinido,2017-07-11,1978-08-10,0,187,7
EMP01097,Empleado_1097,Supervisor Operaciones,Tierra,GRU,Indefinido,2023-01-01,1979-05-07,1,185,1
EMP01098,Empleado_1098,Ground Staff,Tierra,LIM,Indefinido,2016-05-14,1985-07-14,1,166,8
EMP01099,Empleado_1099,Tripulante Cabina,Cabina,BOG,Indefinido,2014-04-07,1978-02-21,1,188,10
EMP01100,Empleado_1100,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2014-01-21,1984-03-07,,184,10
EMP01101,Empleado_1101,Piloto Comandante,Cockpit,EZE,Indefinido,2022-01-24,1978-01-02,1,174,2
EMP01102,Empleado_1102,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2016-01-16,1982-11-30,1,178,8
EMP01103,Empleado_1103,Tripulante Cabina,Cabina,GRU,Indefinido,2023-02-20,1995-09-02,1,186,1
EMP01104,Empleado_1104,Piloto Copiloto,Cockpit,EZE,Plazo Fijo,2012-12-14,1997-03-26,1,164,12
EMP01105,Empleado_1105,Ground Staff,Tierra,BOG,Indefinido,2013-05-24,1989-10-02,1,162,11
EMP01106,Empleado_1106,Tripulante Cabina,Cabina,EZE,Part-time,2024-01-23,1980-01-22,1,189,0
EMP01107,Empleado_1107,Tripulante Cabina,Cabina,SCL,Plazo Fijo,2017-01-30,1971-09-29,1,186,7
EMP01108,Empleado_1108,Tripulante Cabina Senior,Cabina,GRU,Plazo Fijo,2017-04-03,1995-04-04,1,174,7
EMP01109,Empleado_1109,Piloto Comandante,Cockpit,GRU,Plazo Fijo,2021-03-15,1992-08-07,1,176,3
EMP01110,Empleado_1110,Tripulante Cabina,Cabina,LIM,Indefinido,2014-01-27,1980-07-02,1,175,10
EMP01111,Empleado_1111,Tripulante Cabina Senior,Cabina,sao paulo,Indefinido,2010-02-10,1981-07-30,1,,14
EMP01112,Empleado_1112,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2024-08-19,1972-04-22,1,161,0
EMP01113,Empleado_1113,Piloto Copiloto,Cockpit,SCL,Part-time,2017-10-02,1986-06-12,1,189,7
EMP01114,Empleado_1114,Piloto Copiloto,Cockpit,MIA,Part-time,2012-03-28,1976-06-13,1,175,12
EMP01115,Empleado_1115,Tripulante Cabina Senior,Cabina,EZE,Plazo Fijo,2021-11-22,1994-08-10,1,167,3
EMP01116,Empleado_1116,Administrativo,Admin,GRU,Part-time,2023-01-29,1975-01-28,1,172,1
EMP01117,Empleado_1117,Tecnico Mantencion,Tierra,GRU,Indefinido,2018-07-06,1970-10-07,1,190,6
EMP01118,Empleado_1118,Piloto Copiloto,Cockpit,LIM,Honorarios,2011-01-16,1985-06-13,1,177,13
EMP01119,Empleado_1119,Ground Staff,Tierra,BOG,Indefinido,2010-07-02,1989-02-12,0,176,14
EMP01120,Empleado_1120,Tripulante Cabina,Cabina,BOG,Part-time,2012-10-11,1988-11-27,1,167,12
EMP01121,Empleado_1121,Tripulante Cabina,Cabina,SCL,Plazo Fijo,2015-05-28,1998-12-25,1,188,9
EMP01122,Empleado_1122,Tripulante Cabina,Cabina,LIM,Indefinido,2011-01-29,1981-04-30,1,176,13
EMP01123,Empleado_1123,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2010-01-27,1980-11-01,1,173,14
EMP01124,Empleado_1124,Seguridad,Tierra,MAD,Indefinido,2021-07-09,1981-11-16,1,187,3
EMP01125,Empleado_1125,Ground Staff,Tierra,MIA,Part-time,2010-08-11,1988-03-14,1,178,14
EMP01126,Empleado_1126,Agente Check-in,Tierra,LIM,Indefinido,2013-07-25,1977-11-02,1,187,11
EMP01127,Empleado_1127,Agente Check-in,Tierra,LIM,Indefinido,2015-01-29,1985-09-30,1,188,9
EMP01128,Empleado_1128,Tripulante Cabina,Cabina,GRU,Indefinido,2019-01-25,1978-07-09,1,161,5
EMP01129,Empleado_1129,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2010-04-15,1999-08-04,,169,14
EMP01130,Empleado_1130,Ground Staff,Tierra,EZE,Honorarios,2015-11-06,1995-02-04,1,174,9
EMP01131,Empleado_1131,Tecnico Mantencion,Tierra,EZE,Indefinido,2017-05-25,1974-05-20,1,188,7
EMP01132,Empleado_1132,Piloto Copiloto,Cockpit,SCL,Indefinido,2018-03-03,1997-10-21,1,165,6
EMP01133,Empleado_1133,Piloto Copiloto,Cockpit,GRU,Indefinido,2016-03-25,1975-07-25,1,176,8
EMP01134,Empleado_1134,Piloto Comandante,Cockpit,LIM,Plazo Fijo,2012-01-21,1990-07-08,1,167,12
EMP01135,Empleado_1135,Supervisor Operaciones,Tierra,EZE,Indefinido,2024-07-31,1973-08-29,,171,0
EMP01136,Empleado_1136,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2011-01-29,1989-11-15,1,166,13
EMP01137,Empleado_1137,Tripulante Cabina,Cabina,BOG,Part-time,2018-10-23,1992-12-29,1,181,6
EMP01138,Empleado_1138,Agente Check-in,Tierra,BOG,Indefinido,2015-10-20,1994-10-08,,170,9
EMP01139,Empleado_1139,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2020-11-05,1998-01-10,1,161,4
EMP01140,Empleado_1140,Tecnico Mantencion,Tierra,EZE,Indefinido,2016-06-14,1999-03-19,1,174,8
EMP01141,Empleado_1141,Tripulante Cabina,Cabina,GRU,Honorarios,2012-03-29,1976-11-01,0,,12
EMP01142,Empleado_1142,Tecnico Mantencion,Tierra,LIM,Plazo Fijo,2018-07-10,1990-05-31,1,175,6
EMP01143,Empleado_1143,Ground Staff,Tierra,SCL,Part-time,2014-03-05,1990-07-25,1,181,10
EMP01144,Empleado_1144,Piloto Comandante,Cockpit,EZE,Indefinido,2021-10-27,1977-10-09,1,189,3
EMP01145,Empleado_1145,Piloto Comandante,Cockpit,GRU,Honorarios,2019-07-30,1998-06-30,1,172,5
EMP01146,Empleado_1146,Administrativo,Admin,MAD,Indefinido,2012-01-11,1974-04-04,1,186,12
EMP01147,Empleado_1147,Piloto Copiloto,Cockpit,EZE,Indefinido,2019-11-29,1970-07-02,1,190,5
EMP01148,Empleado_1148,Agente Check-in,Tierra,,Plazo Fijo,2021-09-03,1999-05-08,1,181,3
EMP01149,Empleado_1149,Ground Staff,Tierra,SCL,Indefinido,2013-05-08,1971-07-04,,185,11
EMP01150,Empleado_1150,Tecnico Mantencion,Tierra,EZE,Indefinido,2020-07-03,1982-04-16,1,170,4
EMP01151,Empleado_1151,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2011-04-12,1971-11-14,1,166,13
EMP01152,Empleado_1152,Supervisor Operaciones,Tierra,SCL,Indefinido,2013-01-25,1974-04-14,1,166,11
EMP01153,Empleado_1153,Administrativo,Admin,sao paulo,Indefinido,2022-12-17,1970-09-14,1,170,2
EMP01154,Empleado_1154,Agente Check-in,Tierra,GRU,Part-time,2014-06-10,1976-12-29,1,173,10
EMP01155,Empleado_1155,Ground Staff,Tierra,SCL,Plazo Fijo,2023-07-08,1991-11-19,1,172,1
EMP01156,Empleado_1156,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2017-07-15,1977-05-22,1,163,7
EMP01157,Empleado_1157,Ground Staff,Tierra,SCL,Plazo Fijo,2014-12-23,1989-11-15,0,162,10
EMP01158,Empleado_1158,Ground Staff,Tierra,SCL,Indefinido,2017-01-24,1975-08-07,1,167,7
EMP01159,Empleado_1159,Tripulante Cabina Senior,Cabina,LIM,Plazo Fijo,2023-05-19,1990-02-25,1,189,1
EMP01160,Empleado_1160,Administrativo,Admin,SCL,Indefinido,2022-03-22,1970-02-08,1,,2
EMP01161,Empleado_1161,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2022-07-12,1993-05-12,1,,2
EMP01162,Empleado_1162,Tripulante Cabina,Cabina,GRU,Indefinido,2021-10-06,1991-11-09,1,176,3
EMP01163,Empleado_1163,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2017-07-06,1996-09-15,1,183,7
EMP01164,Empleado_1164,Ground Staff,Tierra,Santiago,Indefinido,2019-04-18,1999-11-15,1,174,5
EMP01165,Empleado_1165,Piloto Copiloto,Cockpit,MIA,Indefinido,2020-08-17,1996-04-23,1,189,4
EMP01166,Empleado_1166,Piloto Copiloto,Cockpit,BOG,Indefinido,2016-05-28,1989-02-13,1,184,8
EMP01167,Empleado_1167,Supervisor Operaciones,Tierra,EZE,Plazo Fijo,2019-05-03,1981-07-22,1,189,5
EMP01168,Empleado_1168,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2023-07-21,1974-12-28,1,166,1
EMP01169,Empleado_1169,Ground Staff,Tierra,LIM,Indefinido,2023-10-15,1990-01-11,1,177,1
EMP01170,Empleado_1170,Tripulante Cabina Senior,Cabina,MIA,Part-time,2012-07-25,1975-10-25,0,187,12
EMP01171,Empleado_1171,Tripulante Cabina,Cabina,EZE,Part-time,2023-02-12,1985-10-22,1,190,1
EMP01172,Empleado_1172,Supervisor Operaciones,Tierra,GRU,Indefinido,2018-01-23,1999-06-15,1,,6
EMP01173,Empleado_1173,Agente Check-in,Tierra,JFK,Part-time,2023-10-17,1979-12-25,1,178,1
EMP01174,Empleado_1174,Tripulante Cabina Senior,Cabina,JFK,Plazo Fijo,2018-07-04,1995-03-24,1,176,6
EMP01175,Empleado_1175,Tripulante Cabina,Cabina,MAD,Part-time,2010-07-09,1990-03-07,1,185,14
EMP01176,Empleado_1176,Tecnico Mantencion,Tierra,BOG,Indefinido,2023-07-18,1991-10-10,0,160,1
EMP01177,Empleado_1177,Ground Staff,Tierra,JFK,Indefinido,2013-04-28,1984-11-16,1,162,11
EMP01178,Empleado_1178,Agente Check-in,Tierra,MIA,Part-time,2020-02-15,1999-05-04,1,185,4
EMP01179,Empleado_1179,Tripulante Cabina,Cabina,LIM,Honorarios,2018-02-27,1987-12-02,1,188,6
EMP01180,Empleado_1180,Supervisor Operaciones,Tierra,GRU,Indefinido,2019-12-27,1982-10-25,1,161,5
EMP01181,Empleado_1181,Ground Staff,Tierra,GRU,Indefinido,2014-10-02,1990-04-02,1,187,10
EMP01182,Empleado_1182,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2011-01-16,1970-07-31,1,175,13
EMP01183,Empleado_1183,Tripulante Cabina,Cabina,LIM,Indefinido,2016-07-26,1980-12-21,1,166,8
EMP01184,Empleado_1184,Supervisor Operaciones,Tierra,Santiago,Indefinido,2010-07-16,1975-12-31,1,177,14
EMP01185,Empleado_1185,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2018-05-24,1995-03-13,1,171,6
EMP01186,Empleado_1186,Ground Staff,Tierra,lima,Indefinido,2018-07-03,1999-12-23,0,190,6
EMP01187,Empleado_1187,Tripulante Cabina Senior,Cabina,BOG,Part-time,2017-01-05,1986-08-13,0,183,7
EMP01188,Empleado_1188,Supervisor Operaciones,Tierra,LIM,Indefinido,2021-01-29,1978-09-23,1,160,3
EMP01189,Empleado_1189,Piloto Comandante,Cockpit,SCL,Part-time,2017-10-26,1999-05-22,1,183,7
EMP01190,Empleado_1190,Supervisor Operaciones,Tierra,EZE,Indefinido,2019-02-05,1995-12-18,0,181,5
EMP01191,Empleado_1191,Ground Staff,Tierra,SCL,Plazo Fijo,2015-12-27,1971-11-18,1,180,9
EMP01192,Empleado_1192,Tripulante Cabina Senior,Cabina,BOG,Plazo Fijo,2012-10-14,1972-02-20,1,163,12
EMP01193,Empleado_1193,Tecnico Mantencion,Tierra,SCL,Indefinido,2020-06-07,1991-03-22,1,169,4
EMP01194,Empleado_1194,Tripulante Cabina Senior,Cabina,GRU,Plazo Fijo,2015-01-10,1990-09-13,1,190,9
EMP01195,Empleado_1195,Piloto Comandante,Cockpit,SCL,Part-time,2015-04-26,1982-12-02,1,189,9
EMP01196,Empleado_1196,Tripulante Cabina,Cabina,BOG,Indefinido,2024-01-15,1979-06-12,1,180,0
EMP01197,Empleado_1197,Ground Staff,Tierra,BOG,Plazo Fijo,2018-12-08,1971-02-21,0,190,6
EMP01198,Empleado_1198,Agente Check-in,Tierra,GRU,Indefinido,2020-01-25,1981-03-28,1,174,4
EMP01199,Empleado_1199,Tecnico Mantencion,Tierra,SCL,Plazo Fijo,2011-01-03,1990-10-09,1,182,13
EMP01200,Empleado_1200,Agente Check-in,Tierra,GRU,Indefinido,2011-01-04,1989-07-10,1,,13
EMP01201,Empleado_1201,Agente Check-in,Tierra,SCL,Indefinido,2015-01-01,1980-06-23,1,182,9
EMP01202,Empleado_1202,Tripulante Cabina Senior,Cabina,SCL,Part-time,2017-07-10,1984-11-10,1,169,7
EMP01203,Empleado_1203,Tecnico Mantencion,Tierra,SCL,Indefinido,2022-02-18,1995-11-26,,186,2
EMP01204,Empleado_1204,Tripulante Cabina,Cabina,SCL,Indefinido,2021-11-12,1970-05-24,1,181,3
EMP01205,Empleado_1205,Ground Staff,Tierra,MAD,Indefinido,2010-02-15,1983-05-30,1,179,14
EMP01206,Empleado_1206,Administrativo,Admin,EZE,Indefinido,2017-01-12,1972-01-29,1,186,7
EMP01207,Empleado_1207,Tripulante Cabina Senior,Cabina,EZE,Part-time,2019-02-08,1985-04-02,1,189,5
EMP01208,Empleado_1208,Administrativo,Admin,BOG,Honorarios,2012-11-24,1992-08-04,1,169,12
EMP01209,Empleado_1209,Agente Check-in,Tierra,LIM,Indefinido,2018-09-17,1975-05-27,1,178,6
EMP01210,Empleado_1210,Piloto Copiloto,Cockpit,MIA,Plazo Fijo,2014-01-21,1981-09-22,1,183,10
EMP01211,Empleado_1211,Agente Check-in,Tierra,GRU,Indefinido,2022-01-26,1977-09-11,0,187,2
EMP01212,Empleado_1212,Piloto Copiloto,Cockpit,SCL,Part-time,2021-11-20,1985-12-26,1,174,3
EMP01213,Empleado_1213,Tripulante Cabina,Cabina,LIM,Indefinido,2012-01-02,1992-06-17,1,175,12
EMP01214,Empleado_1214,Tripulante Cabina,Cabina,GRU,Indefinido,2012-09-05,1993-10-29,1,174,12
EMP01215,Empleado_1215,Piloto Copiloto,Cockpit,SCL,Indefinido,2013-01-19,1979-11-30,1,170,11
EMP01216,Empleado_1216,Piloto Copiloto,Cockpit,BOG,Indefinido,2016-07-08,1993-05-26,1,167,8
EMP01217,Empleado_1217,Tripulante Cabina,Cabina,GRU,Plazo Fijo,2010-03-08,1971-08-24,1,184,14
EMP01218,Empleado_1218,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2019-08-15,1990-05-20,,187,5
EMP01219,Empleado_1219,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2024-02-09,1981-08-25,1,190,0
EMP01220,Empleado_1220,Tripulante Cabina,Cabina,MAD,Indefinido,2022-01-20,1977-12-12,1,179,2
EMP01221,Empleado_1221,Supervisor Operaciones,Tierra,SCL,Indefinido,2019-08-04,1989-03-31,1,164,5
EMP01222,Empleado_1222,Seguridad,Tierra,GRU,Indefinido,2018-02-15,1985-10-30,1,183,6
EMP01223,Empleado_1223,Tripulante Cabina,Cabina,SCL,Part-time,2010-06-09,1987-02-20,1,170,14
EMP01224,Empleado_1224,Tripulante Cabina,Cabina,MAD,Indefinido,2010-09-04,1988-11-19,0,172,14
EMP01225,Empleado_1225,Agente Check-in,Tierra,LIM,Indefinido,2023-09-11,1999-11-24,1,172,1
EMP01226,Empleado_1226,Tecnico Mantencion,Tierra,EZE,Indefinido,2019-01-22,1994-11-24,1,168,5
EMP01227,Empleado_1227,Tripulante Cabina,Cabina,SCL,Indefinido,2023-03-14,1974-12-14,1,176,1
EMP01228,Empleado_1228,Tripulante Cabina,Cabina,LIM,Indefinido,2013-12-16,1995-04-11,1,188,11
EMP01229,Empleado_1229,Tecnico Mantencion,Tierra,lima,Plazo Fijo,2015-07-19,1991-03-09,1,187,9
EMP01230,Empleado_1230,Administrativo,Admin,GRU,Indefinido,2011-04-09,1995-03-30,1,168,13
EMP01231,Empleado_1231,Tripulante Cabina,Cabina,GRU,Indefinido,2020-09-25,1994-05-24,1,173,4
